name	lat	lng	desc	category	subcategory	image_file	teaser_file	in_person_file	teaser_description	in_person_radius	in_person_duration	in_person_file_type	color	icon	_layout
Li's Wok and Grill	45.092366812663	-64.3614264065399	<p></p>	Food & Beverages	Food & Beverages					None	None	None	#ff2600	restaurant	text
Just Us! Wolfville Coffee House	45.0914996719599	-64.3627332814503	<p>Founded in 1995 as Canada&#x27;s 1st fair trade coffee roaster, Just Us! is a worker-ow<b>n</b>ed co-operative exclusively roasting specialty grade, certified fair trade organic coffee, primarily supplied by product carrying the Small Producer Symbol (SPP). We work hard to preserve the integrity of our supply chain, from seed to cup.</p><p>Just Us! pays well above the fair trade minimum to the small coffee co-operatives we work with as an authentic exchange for the high quality, organic, product received. Fair trade certification reduces coffee pricing volatility and helps organized small producer co-operative farms make real changes in their communities.</p><p>Small and organic is beautiful. Just Us! only purchases coffee from a network of democratically run small producers. We believe organic farming provides solutions to many of our current challenges like climate change, women’s rights, food sovereignty and Indigenous rights.</p>	Cafe	Cafe	IMG_7199.JPG			<p></p>	None	None	None	#ff0000	restaurant	image
Charts Café	45.0924356460568	-64.3641035025939	<p><b>Charts Cafe is a locally owned business serving North Mountain coffee and delicious homemade goods. We serve breakfast and lunch as well as delicious baked goods all day long. All the baked goods, soups, salads, sandwiches and compass buns (cinnamon buns) are made daily in house to ensure the best quality and homemade deliciousness. Ingredients are sourced locally when possible including meat from Oulton Farms and produce from the valley. We also host Farm to Table Dinners each season, partnering with local producers. We at Charts feel strongly about supporting local businesses and the community we are a part of.</b></p>	Cafe	Cafe	ChartsPhotos-7.jpg			<p></p>	None	None	None	#ff0000	restaurant	image
Supplement King	45.091237992546	-64.3631869465571	<p>Supplement store ran by Acadia Alumni for all your sports and nutritional needs!</p>	Shopping/Retail	Shopping/Retail	sup_king.JPG			<p></p>	None	None	None	#0080c0	local_mall	image
Pronto Pizza	45.0912582329931	-64.3631763802841		Food & Beverages	Food & Beverages	IMG_7480_oQDJDq5.JPG			<p></p>	None	None	None	#ff2600	restaurant	image
Deep Roots Music	45.091492799075	-64.3632245063782	<p>The Deep Roots Music Festival takes place annually during the last full weekend of September. The Festival features ticketed and free events including open-air concerts, soft seat main-stage shows, songwriters&#x27; circles, and intimate performances. It also includes participatory workshops in drumming, dancing, and singing, workshops involving art and craft, music programs for children, and a colorful rhythm parade down Main Street with giant puppets.</p>	Recreation	Recreation	DRMF-2017-Dienes-Friday-Web-9703-640x640.jpg				None	None	None	#2981ca	event_seat	image
The Real Scoop	45.0911468036915	-64.3599522293334	"<p>The Real Scoop Ice Cream &amp; Espresso Shop. Serving Ice Cream, Sorbet &amp; Waffle Cones made on site from scratch with REAL ingredients plus so many more dessert options. While visiting our shop, be sure to try one of our espresso drinks. <a href=""http://www.realscoop.ca/"">www.RealScoop.ca</a></p>"	Food & Beverages	Food & Beverages	Blueberry_and_Strawberry_cones_Jan_2019_2.jpg			<p></p>	None	None	None	#ff0000	restaurant	image
Paddy’s Brewpub & Rosie’s Restaurant	45.0915000389483	-64.3630582005244	<p>Enjoy a scrumptious meal or a delicious hand-crafted beer<br/> or cider served by the friendliest servers in town at<br/> Paddy’s Brewpub &amp; Rosie’s Restaurant! With 12 taps – 11<br/> beers and 1 cider, all brewed in-house – we have something<br/> for every taste. Pair your beer with a delicious meal in<br/> either our relaxed traditional Irish brewpub or in our<br/> family restaurant. Check in with us for live entertainment<br/> – a local music hotspot, we’ve always got something going<br/> on.</p><p></p><p>Paddy’s was the first brewpub to open in the Valley in<br/> 1992 – the second microbrewery to open in all of the<br/> Maritimes – and we’ve only gotten better at everything we<br/> do!<br/></p>	Food & Beverages	Food & Beverages	paddys.jpg				None	None	None	#ff0000	restaurant	image
Roselawn Lodging	45.09435876993	-64.3382334709168	<p><b>Located in the beautiful town of Wolfville, Nova Scotia.</b><br/><b>Our unique property nestled outside of the busy Wolfville downtown core gives guests the opportunity to enjoy a true home away from home.</b></p>	Accommodations	Accommodations	roselawn_lodging_sign.JPG				None	None	None	#008000	local_hotel	image
Wolfville Farmers Market	45.0927627692751	-64.3652701736937	<p>Experience the abundance of our community, its fertile land and its creative and hard-working people, all in one place. Started in 1992 with three vendors in a parking lot, we are now a year-round market on Saturdays (from 8:30am to 1:00pm) with over 70 farmers, chefs and artisan vendors and on Wednesdays (from 4:00pm to 7:00pm) with a Market Supper, community themes and live music. We are farmers, leaders, and passion-driven creators who are working to grow more and waste less while building a legacy of rich soil. Meet expert vendors whose hands have grown or created thousands of products that nourish, plus live music, programming for kids, all under the roof of our turn of the century home. With a community conscience, we offer an experience that connects you to generations past, while feeding generations now, and those on their way. Get replenished, get nourished, become a part of the market community.<br/></p>	Food & Beverages	Food & Beverages	Jeff_Customer_LOngspell.JPG				None	None	None	#2981ca	local_mall	image
Lahara Yoga	45.0921694587722	-64.3590760231018	<p>Since opening our doors in 2015, we&#x27;ve been committed to creating a community of individuals living free from mental and physical pain.</p><p>We are a yoga studio &amp; wellness centre offering daily yoga classes, special events, massage therapy, reiki healing sessions and an infrared sauna.</p><p>Our goal is to create a safe and non-judgmental space where we hope to support the highest good within each other. We offer classes, courses, and workshops that shed light on interpreting and incorporating the nature of yoga, wellness and other forms of healing modalities with all aspects of life.</p><p>In our treatment rooms we have a full time massage therapist who is also certified in RAPID release and a part time athletic therapist who trained to recognize, assess, treat and manage a <b>concussion</b> from onset of injury to return to play. Both are both highly professional and more than happy to assist in any stage of your healing journey.</p><p>The yoga studio is also available for private rentals for one-on-one classes, birthday parties, bachelorette or any special event.</p><p>We are pleased to offer free outdoor yoga in the Waterfront Park every Saturday at 11am during the summer months.</p>	Health & Wellness	Health & Wellness	67494238_2368444100112097_9027195548729344000_n_yCipkUG.jpg			<p></p>	None	None	None	#d09ddb	spa	image
Annapolis Cider	45.0918058445236	-64.3601918579588	<p>Tap into the Valley! The Annapolis Cider Company is all about local. We get our apples from nearby orchards, have them pressed into juice just down the road, and ferment the juice into cider on Main Street, Wolfville.</p><p>Visitors to the cidery can view the cider-making process by peering directly into the cellar, while enjoying a selection of our ciders at the tasting bar.</p><p>The cidery is open 7 days a week, offers tours and tastings, and has a spacious retail shop featuring a large selection of premium and specialty ciders.</p>	Food & Beverages	Food & Beverages	Copy_of_20170328-354-2D.jpg			<p></p>	None	None	None	#2981ca	local_drink	image
Herbin Jewellers	45.0912322928923	-64.3629276752472	"<p><br/>Herbin Jewellers is a family-owned and operated jewellery store located in the heart of Wolfville. Now in our fifth generation, we continue to offer unique fine jewellery, Canadian designer lines and exceptional customer service. Our experienced and GIA accredited staff are excited to share their knowledge and caring to everyone who visits our store! To learn more about what we offer visit <a href=""http://www.herbinjewellers.com/"">www.herbinjewellers.com</a>.</p>"	Professional Services	Professional Services	Herbin_Mural.jpeg			<p></p>	None	None	None	#2981ca	local_mall	image
EOS Natural Foods	45.0923340209887	-64.3614757242176	<p>Eos Natural Foods has been filling healthy pantries of the Wolfville and greater community for over 46 years. We offer whole, organic, and local foods, spices, and teas. At Eos, one of our goals is to inspire our customers to cook and share more meals from scratch using our whole food ingredients. We believe this is a cornerstone to sustaining good health throughout life! We also offer a range of nutritional supplements, clean cosmetics, and zero waste household products to complement healthful lifestyles.</p>	Health & Wellness	Health & Wellness	Store-2.jpg			<p></p>	None	None	None	#2981ca	local_mall	image
T.A.N. Coffee	45.0918558409329	-64.3600326776504	<p>T.A.N.Coffee strives to bring you the best in our Single-Origin Specialty Arabicas. All our coffees are craft croastec in small batches, to ensure our customers get the freshest cup of coffee with optimal smoothness, body, flavour and aroma - all fair trade and certified organic</p>	Cafe	Cafe	IMG_7137_hH3LRdJ.JPG			<p></p>	None	None	None	#ff0000	restaurant	image
The Market	45.0914720771395	-64.3632853031158	<p>The Market in Wolfville has cherished being part of this community for over 45 years. We are a surprising store with an excellent range of products that appeal to students, tourists and local residents alike. We strive to continually introduce new and fresh ideas. There is always something exciting in store to be discovered.</p><p>For the first time visitor, a browsing experience like no other awaits with every corner, every shelf brimming with products hard to find elsewhere. Here you will find everything from vinyl records, our house brand clothing, hats, jewelry, art, housewares, games and a cute smoke shop!</p>	Shopping/Retail	Shopping/Retail	IMG_7408.jpg			<p></p>	None	None	None	#2981ca	local_mall	image
Troy Restaurant	45.0920520707594	-64.3641471862793	<p>Troy Restaurant and Grill provides a unique dining experience featuring a menu inspired by the Mediterranean. Our regionally sourced cuisine showcases the very best from local farmers and ranchers who are passionate about what they do and we respect the value and the quality of their ingredients.</p><p>Troy offers a diverse menu that can accommodate any appetite or dietary restriction, the valley&#x27;s largest selection of local wines, an expansive cocktail list and Wolfville&#x27;s largest patio! See you at Troy for lunch, dinner, or drinks!</p>	Food & Beverages	Food & Beverages	IMG_7224.JPG			<p></p>	None	None	None	#ff0000	restaurant	image
Gingerbread House Inn	45.0912043437716	-64.3726588007121	<p>Gingerbread House Bed &amp; Breakfast has seven individually decorated, spacious rooms all with private entrances and bathrooms. Located a short 5 min walk into downtown with restaurants and shops, walking distance to Acadia University. Perfectly located to explore all the beauty Nova Scotia has to offer</p>	Accommodations	Accommodations	Ginger_048.jpg			<p></p>	None	None	None	#008000	local_hotel	image
Carl's Your Independent Grocer	45.0918370505744	-64.3606495501444	<p>Local grocery store</p>	Food & Beverages	Food & Beverages	IMG_7183_c7XIYib.JPG			<p></p>	None	None	None	#2981ca	local_mall	image
Larchwood	45.0916502372598	-64.3613201379776	<p>Come here for all your woodworking needs!</p>	Personal Services	Personal Services	IMG_7153_hVFl2Ew.JPG			<p></p>	None	None	None	#2981ca	local_mall	image
The Rolled Oat	45.0916376197806	-64.3614703416824	<p>Local food establishment in Wolfville</p>	Food & Beverages	Food & Beverages	IMG_7163.JPG			<p></p>	None	None	None	#ff0000	restaurant	image
Harvest Gallery	45.0914923953338	-64.3633246066019	<p>Located on Wolfville’s Main Street, Harvest Gallery features a wonderfully diverse collection of art and fine craft from many of the region’s best-loved artists and artisans alongside work from some exciting new local talent.</p><p>Gathered here you’ll find original work by local painters, printmakers, photographers and folk artists as well as works in stone, ceramic, metal, wood, and fibre. The gallery is open year-round.</p><ul><li>Custom framing • Gift Certificates<br/>• In-home trial period • Payment plans • Commissioned art • Private viewings</li><li>World-wide shipping</li></ul>	Professional Services	Professional Services	harvestgallery.jpg			<p></p>	None	None	None	#2981ca	local_mall	image
Lightfoot & Wolfville Vineyards	45.0946606659295	-64.3348145847267	<p>Situated on the East end of the Town of Wolfville, Lightfoot &amp; Wolfville Vineyards is one of Nova Scotia&#x27;s newest wineries, having officially opened to the public in 2017. Family-owned and operated by an eighth generation farming family, Lightfoot &amp; Wolfville identifies as a farm, winery, culinary destination and event venue. With close proximity to the Bay of Fundy and the world’s highest tides, coastal breezes and excellent temperature moderation help create wines with great distinction. The focus is on terroir-driven, certified organic (Ecocert) and biodynamic (Demeter) wines including Chardonnay, Pinot Noir, aromatic whites such as Riesling, and sparkling wines. The culinary program offers year-round dining experiences from exclusive events in the barrel cellar to an intimate lunch menu on the weekends in the shoulder season. The summer patio restaurant features a wood fired oven and ingredients sourced directly from the Lightfoot family farm &amp; garden. The new hospitality and event facility, open for tastings and tours, features state-of-the-art, modern-barn inspired architecture with a stunning view of Cape Blomidon.</p>	Food & Beverages	Food & Beverages	building.jpg				None	None	None	#2981ca	local_drink	image
Wolfville Dentistry	45.0937113466471	-64.3651843070984	<p>At Wolfville Dentistry, we believe that your oral health is an important part of your overall mental and physical health. We take great pride in building trusting relationships with all our patients.</p><p>We believe that all good relationships start and stop with good communication and work hard to insure that is at the forefront of all our interactions.</p><p>We continually strive to provide a nurturing environment where all our patients can feel comfortable, respected, and valued</p>	Professional Services	Professional Services	IMG_8702.jpeg			<p></p>	None	None	None	#808080	business_center	image
Inner Sun Yoga	45.0923736088178	-64.3608427047729	<p>Inner sun Yoga has served Wolfville for over ten years. Our senior teachers have over 30 years of experience and mentor all of our newer teachers. We enjoy helping people learn balance and alignment in both body and mind. Our classes are suitable for experienced students who want to deepen their practice. We also have classes for people recovering from injury and any general weakness in the body</p>	Health & Wellness	Health & Wellness	David_demo.JPG			<p></p>	None	None	None	#d09ddb	spa	image
Buds and Bygones flower shops	45.0910002397834	-64.35941762953	<p>Local and fair trade flowers for all occasions. We strive to have the freshest and highest grade flowers. Our Plants are all very expertly maintained. Plus a wide selection of vases , pots, silks and baskets.</p>	Other	Other				<p></p>	None	None	None	#2981ca	local_florist	text
The Acadia Sports Therapy Clinic	45.0915924012164	-64.3683671239705	<p>Participation in sports, fitness, and recreational activities is growing. Unfortunately, there is also an increase in injuries related to these activities. The Acadia Sports Therapy Clinic’s qualified and experienced staff evaluate, treat, and prevent injuries which occur as a result of these activities and enable individuals to pursue their sports, fitness, and recreational goals. Services are available to all members of the university community as well as the to the general public and no longer require a physician&#x27;s referral</p>	Professional Services	Professional Services	Staff_Photo_May_2019.jpg				None	None	None	#2981ca	fitness_center	image
Victoria's Historic Inn	45.0905105291022	-64.3724869970174	<p>While in Wolfville, stay at Nova Scotia&#x27;s welcoming 5 star Bed and Breakfast Inn. This Victorian-designed home and carriage house is a landmark in Wolfville and has been providing lodging and welcoming guests from around the world for 50 years. We are proud to be a member of Unique Country Inns of Nova Scotia and are happy to serve you. Make your stay a memorable one</p>	Accommodations	Accommodations	32248_127572790597575_351275_n.jpg			<p></p>	None	None	None	#008000	local_hotel	image
Cochrane's Pharmasave	45.0916521624873	-64.3624519946024	<p>Proudly serving local communities in the Annapolis Valley in Nova Scotia for over 85 years, Cochrane&#x27;s Pharmasave provides professional healthcare services including foot care, free local prescription delivery, blood collection, and medical compounding.<br/></p><p><br/>Serving the Annapolis Valley since 1924, Cochrane&#x27;s Pharmasave has three locations: Wolfville, Canning, and Hantsport NS.<br/></p><p>In essence, Cochrane&#x27;s Pharmasave truly is more than your average drug store; providing a wide-variety of essential health care services:<br/></p><p>-Blood Collection<br/> -In-Store &amp; At-Home Foot Care<br/> -Compliance &amp; Blister Packaging<br/> -One-on-One Pharmacist Medication Reviews<br/>-Free Prescription Delivery Services<br/>-Lift Chair &amp; Home-Health Assistance<br/>-Custom Bracing &amp; Orthotic Fittings<br/> -Pharmacist Hormone Consulting<br/>-Innovative Custom Medication Solutions (Compounding).<br/></p><p>In addition to all these services and our weekly flyer promotions we also run many in-store specials exclusive to Cochranes. So stop by today and let us serve you!</p>	Health & Wellness	Health & Wellness	Cochranes_Photo_1.jpg			<p></p>	None	None	None	#2981ca	local_mall	image
Grand Pre Wines	45.1016898620517	-64.3079853057861	<p>Located in the heart of Nova Scotia Wine Country, Domaine de Grand Pré is Atlantic Canada’s oldest Farm Winery, owned and operated by the Stutz Family since 1994. It was in 2000, after years of thoughtful renovation, that we first opened our hearts and doors as Domaine de Grand Pré. We’ve been welcoming visitors and delivering a Nova Scotia wine experience like none other ever since.</p><p>Our hope is that you’ll immediately feel welcome and want to spend time at Domaine de Grand Pré. Enjoy our lush gardens and immaculately tended vines, come for a tasting in our wine shop and relax in our inviting Le Caveau restaurant. A place of the Old World, European charm is carved into every stone. It’s a winery where time stands still.</p>	Food & Beverages	Food & Beverages	102_4528_preview.jpeg				None	None	None	#2981ca	local_drink	image
Tiszta Viz Organic Skincare & Spa	45.0924201268334	-64.3641292870961	<p></p><p>We are an organic spa in the heart of Wolfville specializing in the Eminence Organic Skincare line. Their products are proudly free of parabens, animal by-products, propylene glycol, Sodium lauryl sulfates, harmful colorants and fragrances, mineral oils, petroleum, and other harsh cosmetic chemicals. We also carry Elate Cosmetics; they strive to make the ingredients as organic as possible but will always choose fair trade over organic if we are unable to have both. It is important to them that every person involved in the making of our cosmetics is treated ethically and fairly.</p><p>We have a variety of services available from facials and body treatments to manicure, pedicures and waxing.</p><p>Open 9-5 Tuesday through Friday, 5-8 by appointment. Open 9-3 Saturdays, until 5 by appointment. Open Mondays by appointment seasonally.</p>	Personal Services	Personal Services	front_of_spa.jpg			<p></p>	None	None	None	#d09ddb	spa	image
L'Arche Homefires	45.0916829898847	-64.3583893420145	<p>L’Arche Homefires has been a thriving part of Wolfville, Nova Scotia for over 35 years. We are people with differing abilities sharing life in community with a wide circle of family, friends and neighbours. We provide supports for daily living, employment and community participation in 5 group homes, 3 Day Programs and an Independent Living Support program.</p>	Shopping/Retail	Shopping/Retail	Homefires_1.jpg			<p></p>	None	None	None	#2981ca	local_mall	image
Vincent den Hartog Architect	45.0922683023824	-64.3494344116697	<p>A full service Architecture firm, providing architecture and interior design from pre-design phase through to construction phase. Our projects are built throughout rural Nova Scotia. We have completed many renovation and addition projects to heritage type buildings, as well as designs for new homes. Some of our commercial clients include, Lightfoot &amp; Wolfville Vineyards, Just Us Coffee, Annapolis Animal Hospital, Evangeline Inn &amp; Motel, Chrismaria Restaurant. If your project will benefit from great design, give us a call. We would love to discuss your plans.</p>	Professional Services	Professional Services	20190804_091626.jpg				None	None	None	#2981ca	business_center	image
Kings Arms Commons Pub	45.0916742540394	-64.361937046051		Food & Beverages	Food & Beverages				<p></p>	None	None	None	#ff0000	restaurant	text
Casa Bella	45.0911215432494	-64.3595141172409		Shopping/Retail	Shopping/Retail				<p></p>	None	None	None	#2981ca	local_mall	text
Home Hardware	45.0943204964378	-64.3647265793334		Shopping/Retail	Shopping/Retail				<p></p>	None	None	None	#2981ca	local_mall	text
Wolfville Memorial Library	45.0926370890603	-64.3633318658976		Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	local_library	text
Kimball Law	45.0920381719288	-64.3620944378927		Professional Services	Professional Services				<p></p>	None	None	None	#808080	business_center	text
Pet Grooming	45.0923410902274	-64.3617653490946		Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	pets	text
Wolfville Animal Hospital	45.0923543196045	-64.3614434484334	<p></p>	Professional Services	Professional Services					None	None	None	#2981ca	pets	text
Davies & O'Leary	45.0921088902222	-64.3615222333028		Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	business_center	text
The Odd Book	45.092374517915	-64.3612145665975		Shopping/Retail	Shopping/Retail				<p></p>	None	None	None	#2981ca	local_mall	text
Bishops Accounting	45.0927450711608	-64.3613934879249	<p></p>	Professional Services	Professional Services					None	None	None	#2981ca	business_center	text
Ascension Hair	45.0926945767968	-64.3608927370951		Personal Services	Personal Services				<p></p>	None	None	None	#d09ddb	spa	text
Keith Irving Office	45.0927564323302	-64.3606862784873		Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	business_center	text
Property Value Services	45.0927179808855	-64.3604993108602	<p></p>	Professional Services	Professional Services					None	None	None	#2981ca	business_center	text
CIBC	45.092798670788	-64.3602705001831	<p></p>	Professional Services	Professional Services					None	None	None	#2981ca	attach_money	text
Tim Hortons	45.0919337988659	-64.3595837835164		Food & Beverages	Food & Beverages				<p></p>	None	None	None	#ff2600	restaurant	text
RCMP Station	45.0914788	-64.3593318		Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	domain	text
Banks Bikes	45.0921948827977	-64.3590098710047		Personal Services	Personal Services				<p></p>	None	None	None	#2981ca	local_mall	text
Wolfville Fire Department	45.09153165536	-64.3590080738067		Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	domain	text
Town Hall	45.0915262526085	-64.359154630074	<p></p>	Professional Services	Professional Services					None	None	None	#2981ca	domain	text
Pure Hair Design	45.0919356169587	-64.3587291062795		Personal Services	Personal Services				<p></p>	None	None	None	#d09ddb	spa	text
Microboutique Living	45.0919911738747	-64.3583285630666	<p></p><p>What is MICRO Boutique Living? We believe that less can be better, and small is smart. Our cutting-edge design meets out-of-the-box thinking to create modern, fully-furnished suites that are minimal, yet highly functional. Whether you are looking for a hotel for a few days, a space for a season, or a year-round home, Micro Boutique Living has everything you need.</p><p>Currently we are offering month to month accommodations with immediate availability through to the end of August. With hopes that the state of emergency will be lifted soon and travel will begin, we will open our hotel to overnight guests.</p><p>Given the current situation with Covid-19 we are also offering secure and isolated suites to those working in the medical field. Should a front line worker need to be isolated for the safety of their families we will provide them with a substantial discount.</p>	Accommodations	Accommodations	Typical_1_Bedroom_Suite.png			<p></p>	None	None	None	#008000	local_hotel	image
Wild Lily	45.0914542710925	-64.3601059557841		Shopping/Retail	Shopping/Retail				<p></p>	None	None	None	#2981ca	local_mall	text
Mackay Real-Estate	45.0918043044596	-64.360202550888	<p></p>	Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	business_center	text
Canada Post Office	45.0911327534967	-64.3609464168548	<p></p>	Professional Services	Professional Services					None	None	None	#2981ca	local_post_office	text
Picasso's Pizza	45.0914306774053	-64.3604028224945		Food & Beverages	Food & Beverages				<p></p>	None	None	None	#ff0000	restaurant	text
Wolfville Hair Design	45.0917554251459	-64.3609499931335		Personal Services	Personal Services				<p></p>	None	None	None	#d09ddb	spa	text
Rainbows End Books	45.0915231469426	-64.3605780245707		Shopping/Retail	Shopping/Retail				<p></p>	None	None	None	#2981ca	local_mall	text
Alliance Dental	45.0914826496438	-64.3606781959534		Professional Services	Professional Services				<p></p>	None	None	None	#808080	business_center	text
RBC Wealth Management	45.0917250270499	-64.3611646054342	<p></p>	Professional Services	Professional Services					None	None	None	#2981ca	attach_money	text
RBC	45.0910888347487	-64.3622374893675	<p></p>	Professional Services	Professional Services					None	None	None	#2981ca	attach_money	text
Shoppers Drug Mart	45.0910988832706	-64.3619799258158		Health & Wellness	Health & Wellness				<p></p>	None	None	None	#2981ca	local_mall	text
Wolfville Hearing Clinic	45.0917639209118	-64.360409993169		Professional Services	Professional Services				<p></p>	None	None	None	#808080	business_center	text
Daisy Roots	45.0917452250791	-64.3609214184835		Shopping/Retail	Shopping/Retail				<p></p>	None	None	None	#2981ca	local_mall	text
BMO	45.0916730043333	-64.3616616725921	<p></p>	Professional Services	Professional Services					None	None	None	#2981ca	attach_money	text
Wool n Tart	45.0917689704268	-64.3603241443634		Shopping/Retail	Shopping/Retail				<p></p>	None	None	None	#2981ca	local_mall	text
Light & Lens Photography	45.0912185706731	-64.3631565570831		Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	business_center	text
Dr. Carrie Terry Family Dentistry	45.091257048289	-64.3632714272462		Professional Services	Professional Services				<p></p>	None	None	None	#808080	business_center	text
Trip Central	45.0911579758807	-64.3600022792816	<p></p>	Professional Services	Professional Services					None	None	None	#2981ca	flight	text
Luckett Vineyard	45.0714690023973	-64.295311543392		Food & Beverages	Food & Beverages					None	None	None	#2981ca	local_drink	text
Horton Ridge Malt	45.1004792872377	-64.2854975230875		Food & Beverages	Food & Beverages					None	None	None	#2981ca	local_drink	text
Juniper Food + Wine	45.0915559863559	-64.3603001981624	<p>https://www.juniperfoodandwine.com/</p>	Food & Beverages	Food & Beverages	JuniperNov2019-157.jpg			<p></p>	None	None	None	#ff0000	restaurant	image
Tattingstone Inn	45.090092	-64.3739828	<p>Wonderful accommodation in Wolfville</p>	Accommodations	Accommodations	Tattingstone_Inn.jpeg			<p></p>	None	None	None	#008000	local_hotel	image
Blomidon Inn	45.091474	-64.3506418	<p>Wonderful accommodations in Wolfville</p>	Accommodations	Accommodations	Blomidon_Inn.jpg			<p></p>	None	None	None	#008000	local_hotel	image
Wolfville Recreation Centre	45.091105	-64.354169		Recreation	Recreation				<p></p>	None	None	None	#004000	nature	text
Realm Boutique	45.0925104	-64.3639855		Shopping/Retail	Shopping/Retail				<p></p>	None	None	None	#2981ca	local_mall	text
Wolfville Visitor Information Centre	45.091626	-64.356172		Recreation	Recreation				<p></p>	None	None	None	#004000	nature	text
Wolfville Visitor Information Centre	45.091626	-64.356172		Parking	Parking				<p></p>	None	None	None	#0080c0	domain	text
Clock Park	45.091504	-64.3640269	<p></p>	Recreation	Recreation				<p></p>	None	None	None	#004000	nature	text
Rotary Field	45.0904006	-64.3520806		Recreation	Recreation				<p></p>	None	None	None	#004000	nature	text
Harvest Moon Trail Entrance	45.0926315652276	-64.3564961430305		Recreation	Recreation				<p></p>	None	None	None	#004000	nature	text
Danji Restaurant	45.091843	-64.3639849		Food & Beverages	Food & Beverages				<p></p>	None	None	None	#ff0000	restaurant	text
Reservoir Park	45.0913252	-64.3427289		Recreation	Recreation				<p></p>	None	None	None	#004000	nature	text
Wolfville Skate Park	45.0853806	-64.3643786		Recreation	Recreation				<p></p>	None	None	None	#004000	nature	text
Waterfront Park	45.0928125	-64.3588125		Recreation	Recreation				<p></p>	None	None	None	#004000	nature	text
Apple Blossom Dental	45.0901523	-64.3705797		Other	Other				<p></p>	None	None	None	#808080	business_center	text
Muddy's Convenience Store	45.0917872	-64.3625345		Shopping/Retail	Shopping/Retail				<p></p>	None	None	None	#2981ca	local_mall	text
Jane's Again Boutique	45.0917655	-64.3603175		Shopping/Retail	Shopping/Retail				<p></p>	None	None	None	#2981ca	local_mall	text
We're Outside Outdoor Outfitters	45.0914887513836	-64.3632221372955		Shopping/Retail	Shopping/Retail				<p></p>	None	None	None	#2981ca	local_mall	text
Retro Runway Fashions	45.0919185	-64.3620257	<p></p>	Shopping/Retail	Shopping/Retail				<p></p>	None	None	None	#0080c0	local_mall	text
Wolfville Laundromat	45.0827574	-64.3601187	<p></p>	Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	business_center	text
Randall House Museum	45.091966	-64.3553726	<p></p>	Recreation	Recreation				<p></p>	None	None	None	#2981ca	domain	text
Reta's House of Fashion	45.092126	-64.357609		Shopping/Retail	Shopping/Retail				<p></p>	None	None	None	#0080c0	local_mall	text
The Perfect Corner Custom Framing Studio	45.0939335	-64.3371615		Professional Services	Professional Services				<p></p>	None	None	None	#0080c0	business_center	text
Al Whittle Theatre	45.0915854	-64.3627166		Professional Services	Professional Services				<p></p>	None	None	None	#0080ff	business_center	text
